unit,cycle,rul,health_score,health_grade,anomaly_label,op_setting_1,op_setting_2,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,sensor_2_norm,sensor_3_norm,sensor_4_norm,sensor_6_norm,sensor_7_norm,sensor_8_norm,sensor_9_norm,sensor_11_norm,sensor_12_norm,sensor_13_norm,sensor_14_norm,sensor_15_norm,sensor_17_norm,sensor_20_norm,sensor_21_norm,op_setting_1_norm,op_setting_2_norm
10,65,157,43.49,预警,0,-0.0004,-0.0003,642.34,1583.08,1400.65,21.61,554.44,2388.05,9055.08,47.22,522.2,2388.09,8140.0,8.4073,390,39.11,23.4998,0.340361,0.262481,0.310601,1.0,0.73913,0.227273,0.149646,0.220238,0.748401,0.308824,0.206729,0.317045,0.166667,0.751938,0.836233,0.477011,0.25
10,66,156,43.21,预警,0,0.0009,0.0002,641.95,1588.58,1399.24,21.61,554.45,2388.03,9049.55,47.35,522.43,2388.01,8135.72,8.3896,391,39.08,23.2852,0.222892,0.382385,0.286799,1.0,0.740741,0.19697,0.124832,0.297619,0.797441,0.191176,0.184642,0.248942,0.25,0.728682,0.539906,0.551724,0.666667
10,67,155,42.94,预警,0,-0.002,0.0002,642.04,1589.24,1407.4,21.6,555.01,2388.03,9053.21,47.15,522.4,2388.03,8135.54,8.3763,390,39.15,23.3072,0.25,0.396773,0.424544,0.0,0.830918,0.19697,0.141255,0.178571,0.791045,0.220588,0.183713,0.197768,0.166667,0.782946,0.570284,0.385057,0.666667
10,68,154,42.66,预警,0,0.0005,0.0005,641.8,1589.24,1404.08,21.61,554.6,2388.04,9057.53,47.15,522.45,2388.04,8137.23,8.4128,393,39.07,23.4226,0.177711,0.396773,0.368501,1.0,0.764895,0.212121,0.160639,0.178571,0.801706,0.235294,0.192435,0.338207,0.416667,0.72093,0.729633,0.528736,0.916667
10,69,153,42.38,预警,0,0.001,-0.0002,642.21,1580.5,1393.64,21.61,554.58,2388.01,9062.67,47.35,522.4,2387.99,8138.35,8.3909,392,38.98,23.3893,0.301205,0.206235,0.192269,1.0,0.761675,0.166667,0.183703,0.297619,0.791045,0.161765,0.198214,0.253944,0.333333,0.651163,0.683651,0.557471,0.333333
10,70,152,42.11,预警,0,0.0005,0.0004,642.01,1581.0,1395.29,21.61,554.21,2388.01,9051.08,47.36,522.16,2388.08,8133.15,8.4323,391,38.95,23.4108,0.240964,0.217135,0.220122,1.0,0.702093,0.166667,0.131697,0.303571,0.739872,0.294118,0.17138,0.413236,0.25,0.627907,0.713339,0.528736,0.833333
10,71,151,41.83,预警,0,0.0033,0.0005,641.76,1583.8,1394.25,21.61,554.25,2388.04,9056.84,47.32,522.16,2388.05,8138.88,8.3968,392,38.95,23.4043,0.165663,0.278177,0.202566,1.0,0.708535,0.212121,0.157543,0.279762,0.739872,0.25,0.20095,0.276645,0.333333,0.627907,0.704363,0.689655,0.916667
10,72,150,41.55,预警,0,-0.0035,0.0005,642.18,1589.95,1404.12,21.61,554.18,2388.07,9051.96,47.28,522.41,2388.02,8137.76,8.4125,391,39.03,23.4884,0.292169,0.412252,0.369176,1.0,0.697262,0.257576,0.135646,0.255952,0.793177,0.205882,0.19517,0.337053,0.25,0.689922,0.820492,0.298851,0.916667
10,73,149,41.27,预警,0,-0.0012,0.0004,641.96,1587.22,1401.15,21.61,554.78,2387.99,9059.35,47.13,522.0,2388.07,8136.65,8.4101,392,39.03,23.3465,0.225904,0.352736,0.319041,1.0,0.793881,0.136364,0.168806,0.166667,0.705757,0.279412,0.189442,0.327818,0.333333,0.689922,0.624551,0.431034,0.833333
10,74,148,41.0,预警,0,0.0023,-0.0004,642.17,1588.49,1399.61,21.61,553.9,2387.99,9051.02,47.29,522.39,2388.01,8139.95,8.3907,391,39.15,23.4227,0.289157,0.380423,0.293045,1.0,0.652174,0.136364,0.131428,0.261905,0.788913,0.191176,0.206471,0.253174,0.25,0.782946,0.729771,0.632184,0.166667
10,75,147,40.72,预警,0,-0.0034,0.0005,642.01,1583.19,1394.16,21.6,554.36,2388.06,9052.84,47.4,522.1,2388.05,8136.24,8.3964,391,39.04,23.4063,0.240964,0.264879,0.201047,0.0,0.726248,0.242424,0.139594,0.327381,0.727079,0.25,0.187326,0.275106,0.25,0.697674,0.707125,0.304598,0.916667
10,76,146,40.44,预警,0,-0.0016,-0.0004,641.99,1584.28,1397.09,21.61,554.1,2388.03,9059.45,47.22,522.23,2388.02,8136.7,8.3948,392,38.92,23.3491,0.23494,0.288642,0.250506,1.0,0.68438,0.19697,0.169254,0.220238,0.754797,0.205882,0.1897,0.26895,0.333333,0.604651,0.628141,0.408046,0.166667
10,77,145,40.17,预警,0,-0.0023,0.0,642.4,1582.58,1405.17,21.61,553.99,2388.06,9056.4,47.11,522.27,2388.04,8140.71,8.4383,390,39.21,23.4455,0.358434,0.251581,0.386901,1.0,0.666667,0.242424,0.155569,0.154762,0.763326,0.235294,0.210393,0.436322,0.166667,0.829457,0.761254,0.367816,0.5
10,78,144,39.89,预警,0,-0.001,0.0001,642.24,1581.58,1398.63,21.61,554.52,2388.01,9056.86,47.08,522.11,2388.0,8138.71,8.3686,393,38.96,23.3141,0.310241,0.22978,0.276502,1.0,0.752013,0.166667,0.157633,0.136905,0.729211,0.176471,0.200072,0.168142,0.416667,0.635659,0.579812,0.442529,0.583333
10,79,143,39.61,预警,0,-0.0022,-0.0002,642.02,1580.75,1400.71,21.61,554.43,2388.02,9058.64,47.15,522.25,2388.09,8138.19,8.3921,393,39.06,23.402,0.243976,0.211685,0.311614,1.0,0.73752,0.181818,0.16562,0.178571,0.759062,0.308824,0.197389,0.258561,0.416667,0.713178,0.701188,0.373563,0.333333
10,80,142,39.34,预警,0,0.0005,0.0003,642.1,1582.28,1398.55,21.61,554.4,2387.96,9060.09,47.25,522.65,2388.01,8145.12,8.3808,392,38.99,23.4124,0.268072,0.24504,0.275152,1.0,0.732689,0.090909,0.172126,0.238095,0.84435,0.191176,0.233151,0.215083,0.333333,0.658915,0.715548,0.528736,0.75
10,81,141,39.06,预警,0,-0.0001,0.0003,641.88,1586.24,1398.36,21.61,555.04,2388.01,9051.93,47.37,522.78,2388.03,8136.03,8.4191,392,39.12,23.3725,0.201807,0.331371,0.271945,1.0,0.835749,0.166667,0.135511,0.309524,0.872068,0.220588,0.186242,0.362447,0.333333,0.75969,0.660453,0.494253,0.75
10,82,140,38.78,预警,0,-0.0012,-0.0003,642.19,1585.16,1397.04,21.61,554.45,2388.01,9054.58,47.37,522.23,2388.09,8141.69,8.3831,393,38.91,23.4507,0.295181,0.307826,0.249662,1.0,0.740741,0.166667,0.147402,0.309524,0.754797,0.308824,0.215451,0.223932,0.416667,0.596899,0.768434,0.431034,0.25
10,83,139,38.5,预警,0,0.0049,-0.0,641.98,1589.84,1406.27,21.61,554.32,2388.04,9064.59,47.25,521.43,2388.01,8139.19,8.405,393,39.13,23.3634,0.231928,0.409854,0.405469,1.0,0.719807,0.212121,0.192318,0.238095,0.584222,0.191176,0.202549,0.308195,0.416667,0.767442,0.647887,0.781609,0.5
10,84,138,38.23,预警,0,0.0062,-0.0001,642.27,1585.49,1397.59,21.61,554.37,2388.02,9049.35,47.2,522.24,2388.13,8139.26,8.4156,391,39.02,23.4405,0.319277,0.315021,0.258947,1.0,0.727858,0.181818,0.123934,0.208333,0.75693,0.367647,0.202911,0.34898,0.25,0.682171,0.75435,0.856322,0.416667
10,85,137,37.95,预警,0,0.0022,0.0003,642.01,1590.1,1391.74,21.61,553.68,2388.05,9059.52,47.07,521.95,2388.0,8141.77,8.4053,393,38.85,23.3716,0.240964,0.415522,0.160196,1.0,0.616747,0.227273,0.169568,0.130952,0.695096,0.176471,0.215863,0.30935,0.416667,0.550388,0.65921,0.626437,0.75
10,86,136,37.67,预警,0,-0.0007,0.0004,641.96,1583.55,1404.97,21.61,554.5,2388.05,9057.59,47.28,522.32,2388.06,8135.08,8.4102,391,39.02,23.4268,0.225904,0.272727,0.383525,1.0,0.748792,0.227273,0.160908,0.255952,0.773987,0.264706,0.18134,0.328203,0.25,0.682171,0.735432,0.45977,0.833333
10,87,135,37.4,预警,0,0.0002,-0.0002,642.37,1586.85,1403.75,21.61,554.47,2388.01,9057.13,47.34,521.97,2388.06,8139.46,8.3795,393,39.08,23.4142,0.349398,0.34467,0.36293,1.0,0.743961,0.166667,0.158844,0.291667,0.69936,0.264706,0.203943,0.210081,0.416667,0.728682,0.718034,0.511494,0.333333
10,88,134,37.12,预警,0,-0.003,0.0001,642.71,1585.21,1400.55,21.61,554.17,2388.12,9055.67,47.41,521.89,2388.11,8144.07,8.4272,391,39.1,23.438,0.451807,0.308917,0.308913,1.0,0.695652,0.333333,0.152293,0.333333,0.682303,0.338235,0.227732,0.393613,0.25,0.744186,0.750898,0.327586,0.583333
10,89,133,36.84,预警,0,0.0001,0.0005,641.38,1590.93,1390.62,21.61,554.48,2388.05,9063.21,47.38,522.2,2388.04,8135.79,8.4068,391,38.97,23.3878,0.051205,0.433617,0.14129,1.0,0.745572,0.227273,0.186126,0.315476,0.748401,0.235294,0.185004,0.315121,0.25,0.643411,0.68158,0.505747,0.916667
10,90,132,36.57,预警,0,-0.0011,-0.0003,641.95,1592.95,1397.14,21.6,554.19,2388.02,9061.75,47.18,522.03,2388.0,8140.64,8.3906,390,39.15,23.3961,0.222892,0.477654,0.25135,0.0,0.698873,0.181818,0.179575,0.196429,0.712154,0.176471,0.210032,0.25279,0.166667,0.782946,0.693041,0.436782,0.25
10,91,131,36.29,预警,0,0.0005,-0.0001,642.52,1586.78,1400.69,21.61,554.7,2388.08,9060.54,47.34,521.86,2387.99,8137.61,8.3872,391,38.87,23.482,0.394578,0.343144,0.311276,1.0,0.780998,0.272727,0.174145,0.291667,0.675906,0.161765,0.194396,0.239708,0.25,0.565891,0.811654,0.528736,0.416667
10,92,130,36.01,预警,0,0.0041,0.0,641.98,1577.63,1399.88,21.61,554.59,2388.01,9054.93,47.11,522.0,2388.04,8144.71,8.4008,390,38.97,23.3861,0.231928,0.143667,0.297603,1.0,0.763285,0.166667,0.148972,0.154762,0.705757,0.235294,0.231035,0.292035,0.166667,0.643411,0.679232,0.735632,0.5
10,93,129,35.73,预警,0,-0.0028,0.0005,641.98,1584.79,1397.2,21.61,553.9,2388.07,9054.82,47.28,521.96,2388.03,8141.26,8.4436,391,38.87,23.3703,0.231928,0.29976,0.252363,1.0,0.652174,0.257576,0.148479,0.255952,0.697228,0.220588,0.213231,0.456714,0.25,0.565891,0.657415,0.33908,0.916667
10,94,128,35.46,预警,0,0.003,-0.0003,642.06,1582.08,1393.72,21.61,554.45,2387.99,9057.54,47.38,522.49,2387.99,8139.96,8.4245,391,39.16,23.3878,0.256024,0.24068,0.193619,1.0,0.740741,0.136364,0.160684,0.315476,0.810235,0.161765,0.206523,0.383224,0.25,0.790698,0.68158,0.672414,0.25
10,95,127,35.18,预警,0,0.0016,0.0,642.2,1584.36,1403.99,21.61,554.39,2388.05,9052.77,47.33,522.26,2388.0,8140.33,8.401,391,39.02,23.3446,0.298193,0.290386,0.366982,1.0,0.731079,0.227273,0.13928,0.285714,0.761194,0.176471,0.208432,0.292805,0.25,0.682171,0.621928,0.591954,0.5
10,96,126,34.9,预警,0,0.0004,0.0003,642.09,1585.58,1411.03,21.61,554.38,2388.0,9059.49,47.23,522.21,2388.05,8145.95,8.4467,393,39.12,23.4229,0.26506,0.316983,0.48582,1.0,0.729469,0.151515,0.169434,0.22619,0.750533,0.25,0.237434,0.468642,0.416667,0.75969,0.730047,0.522989,0.75
10,97,125,34.63,预警,0,0.0013,0.0003,641.85,1577.04,1401.74,21.61,553.86,2388.03,9064.75,47.31,522.13,2388.08,8138.83,8.3906,391,38.97,23.3372,0.192771,0.130804,0.329001,1.0,0.645733,0.19697,0.193036,0.27381,0.733475,0.294118,0.200692,0.25279,0.25,0.643411,0.611709,0.574713,0.75
10,98,124,34.35,预警,0,0.0028,0.0003,642.17,1584.95,1396.65,21.61,554.22,2387.97,9058.61,47.35,522.03,2388.08,8143.37,8.43,392,39.03,23.3509,0.289157,0.303248,0.243079,1.0,0.703704,0.106061,0.165485,0.297619,0.712154,0.294118,0.22412,0.404386,0.333333,0.689922,0.630627,0.66092,0.75
10,99,123,34.07,预警,0,0.0006,-0.0004,641.76,1591.08,1396.87,21.61,554.62,2388.02,9057.57,47.2,522.05,2388.06,8138.19,8.3935,390,38.99,23.4015,0.165663,0.436887,0.246793,1.0,0.768116,0.181818,0.160818,0.208333,0.716418,0.264706,0.197389,0.263948,0.166667,0.658915,0.700497,0.534483,0.166667
10,100,122,33.8,预警,0,-0.004,0.0002,641.88,1584.72,1400.67,21.61,554.61,2388.02,9059.06,47.33,522.25,2388.05,8141.82,8.4226,392,39.0,23.3896,0.201807,0.298234,0.310939,1.0,0.766506,0.181818,0.167504,0.285714,0.759062,0.25,0.216121,0.375914,0.333333,0.666667,0.684065,0.270115,0.666667
10,101,121,33.52,预警,0,-0.0027,0.0002,641.86,1589.45,1400.21,21.61,554.57,2388.02,9063.24,47.08,522.56,2388.05,8137.64,8.3962,391,39.02,23.3689,0.195783,0.401352,0.303174,1.0,0.760064,0.181818,0.18626,0.136905,0.82516,0.25,0.194551,0.274336,0.25,0.682171,0.655482,0.344828,0.666667
10,102,120,33.24,预警,0,0.001,-0.0001,642.25,1583.63,1394.62,21.61,553.74,2387.99,9055.62,47.27,522.74,2388.07,8136.78,8.4215,391,39.13,23.3827,0.313253,0.274471,0.208812,1.0,0.626409,0.136364,0.152069,0.25,0.863539,0.279412,0.190112,0.371681,0.25,0.767442,0.674537,0.557471,0.416667
10,103,119,32.96,预警,0,0.0024,0.0005,642.16,1582.72,1396.52,21.61,552.98,2387.96,9059.71,47.3,522.45,2387.99,8143.06,8.3673,393,39.24,23.3669,0.286145,0.254633,0.240885,1.0,0.504026,0.090909,0.170421,0.267857,0.801706,0.161765,0.22252,0.16314,0.416667,0.852713,0.65272,0.637931,0.916667
10,104,118,32.69,预警,0,-0.0011,-0.0003,642.3,1580.41,1404.78,21.61,554.25,2388.02,9059.65,47.33,521.71,2388.1,8138.77,8.399,391,38.99,23.3468,0.328313,0.204273,0.380317,1.0,0.708535,0.181818,0.170152,0.285714,0.643923,0.323529,0.200382,0.28511,0.25,0.658915,0.624965,0.436782,0.25
10,105,117,32.41,预警,0,0.002,-0.0003,642.75,1586.26,1401.84,21.61,554.06,2388.01,9045.99,47.28,522.03,2388.02,8139.95,8.417,390,38.92,23.4241,0.463855,0.331807,0.330689,1.0,0.677939,0.166667,0.108858,0.255952,0.712154,0.205882,0.206471,0.354367,0.166667,0.604651,0.731704,0.614943,0.25
10,106,116,32.13,预警,0,-0.0018,-0.0,642.16,1590.2,1402.81,21.61,554.91,2388.03,9060.78,47.27,522.21,2388.03,8141.8,8.3985,393,38.98,23.434,0.286145,0.417702,0.347063,1.0,0.814815,0.19697,0.175222,0.25,0.750533,0.220588,0.216018,0.283186,0.416667,0.651163,0.745374,0.396552,0.5
10,107,115,31.86,预警,0,0.0036,0.0001,642.02,1581.22,1397.62,21.61,554.11,2388.03,9057.01,47.34,522.07,2388.05,8145.98,8.3942,393,38.86,23.4195,0.243976,0.221932,0.259453,1.0,0.68599,0.19697,0.158306,0.291667,0.720682,0.25,0.237589,0.266641,0.416667,0.55814,0.725352,0.706897,0.583333
10,108,114,31.58,预警,0,-0.0014,-0.0004,642.3,1583.84,1401.12,21.61,554.92,2388.08,9053.29,47.21,521.88,2388.04,8143.89,8.4003,392,38.9,23.3515,0.328313,0.279049,0.318535,1.0,0.816425,0.272727,0.141614,0.214286,0.680171,0.235294,0.226804,0.290112,0.333333,0.589147,0.631455,0.41954,0.166667
10,109,113,31.3,预警,0,-0.0007,0.0004,642.28,1587.71,1394.11,21.61,554.48,2388.08,9061.51,47.24,521.9,2388.02,8144.39,8.4071,391,39.11,23.4203,0.322289,0.363418,0.200203,1.0,0.745572,0.272727,0.178498,0.232143,0.684435,0.205882,0.229384,0.316275,0.25,0.751938,0.726457,0.45977,0.833333
10,110,112,31.02,预警,0,0.001,0.0001,642.12,1579.01,1391.63,21.61,553.8,2388.02,9064.12,47.28,522.01,2388.05,8145.31,8.3784,392,38.77,23.2628,0.274096,0.173752,0.158339,1.0,0.636071,0.181818,0.190209,0.255952,0.707889,0.25,0.234131,0.205848,0.333333,0.488372,0.508975,0.557471,0.583333
10,111,111,30.75,预警,0,-0.0064,-0.0001,642.72,1587.53,1401.29,21.61,554.4,2388.06,9053.74,47.32,521.85,2388.02,8135.61,8.4018,393,38.85,23.3332,0.454819,0.359494,0.321404,1.0,0.732689,0.242424,0.143633,0.279762,0.673774,0.205882,0.184075,0.295883,0.416667,0.550388,0.606186,0.132184,0.416667
10,112,110,30.47,预警,0,0.0038,-0.0,642.31,1584.42,1395.02,21.61,554.35,2388.06,9069.51,47.47,522.16,2388.04,8145.38,8.4453,391,38.84,23.3309,0.331325,0.291694,0.215564,1.0,0.724638,0.242424,0.214395,0.369048,0.739872,0.235294,0.234493,0.463255,0.25,0.542636,0.60301,0.718391,0.5
10,113,109,30.19,预警,0,-0.0009,0.0004,642.25,1583.11,1405.91,21.61,554.39,2388.08,9061.95,47.12,522.21,2388.02,8137.17,8.4206,392,38.94,23.4222,0.313253,0.263135,0.399392,1.0,0.731079,0.272727,0.180472,0.160714,0.750533,0.205882,0.192125,0.368219,0.333333,0.620155,0.72908,0.448276,0.833333
10,114,108,29.92,预警,0,-0.0017,-0.0002,642.21,1584.86,1404.12,21.61,553.97,2388.02,9056.34,47.5,521.97,2388.05,8135.85,8.3965,390,39.12,23.4305,0.301205,0.301286,0.369176,1.0,0.663446,0.181818,0.155299,0.386905,0.69936,0.25,0.185313,0.275491,0.166667,0.75969,0.740541,0.402299,0.333333
10,115,107,29.64,预警,0,-0.0029,-0.0001,642.38,1581.62,1398.42,21.61,553.87,2388.08,9057.92,47.36,521.82,2388.07,8141.92,8.4124,393,39.02,23.3331,0.35241,0.230652,0.272957,1.0,0.647343,0.272727,0.162389,0.303571,0.667377,0.279412,0.216637,0.336668,0.416667,0.682171,0.606048,0.333333,0.416667
10,116,106,29.36,预警,0,-0.0045,-0.0004,641.97,1590.32,1395.43,21.61,554.09,2388.04,9065.54,47.29,522.37,2388.06,8142.28,8.4065,392,39.01,23.4308,0.228916,0.420318,0.222485,1.0,0.68277,0.212121,0.196581,0.261905,0.784648,0.264706,0.218495,0.313967,0.333333,0.674419,0.740956,0.241379,0.166667
10,117,105,29.09,预警,0,-0.0005,0.0004,642.24,1582.51,1400.54,21.61,554.26,2388.03,9063.34,47.41,521.92,2388.06,8145.35,8.3974,393,39.02,23.4015,0.310241,0.250055,0.308744,1.0,0.710145,0.19697,0.186709,0.333333,0.688699,0.264706,0.234338,0.278953,0.416667,0.682171,0.700497,0.471264,0.833333
10,118,104,28.81,预警,0,0.0028,-0.0003,642.43,1592.63,1398.75,21.61,554.21,2388.04,9059.45,47.26,521.83,2388.04,8149.58,8.4064,394,38.95,23.3918,0.36747,0.470678,0.278528,1.0,0.702093,0.212121,0.169254,0.244048,0.66951,0.235294,0.256167,0.313582,0.5,0.627907,0.687103,0.66092,0.25
10,119,103,28.53,预警,0,0.0006,-0.0001,641.95,1582.24,1407.73,21.61,554.16,2388.05,9062.56,47.25,522.14,2388.05,8142.47,8.4205,393,39.05,23.405,0.222892,0.244168,0.430115,1.0,0.694042,0.227273,0.183209,0.238095,0.735608,0.25,0.219476,0.367834,0.416667,0.705426,0.70533,0.534483,0.416667
10,120,102,28.25,预警,0,-0.0013,-0.0002,641.49,1587.93,1407.15,21.61,553.94,2388.07,9058.97,47.33,522.05,2388.07,8141.44,8.4094,392,38.78,23.3621,0.084337,0.368215,0.420324,1.0,0.658615,0.257576,0.1671,0.285714,0.716418,0.279412,0.21416,0.325125,0.333333,0.496124,0.646092,0.425287,0.333333
10,121,101,27.98,预警,0,-0.0018,-0.0003,642.33,1585.48,1400.88,21.61,554.63,2388.06,9060.65,47.23,522.2,2388.05,8144.87,8.3756,393,39.07,23.3001,0.337349,0.314803,0.314483,1.0,0.769726,0.242424,0.174639,0.22619,0.748401,0.25,0.231861,0.195075,0.416667,0.72093,0.560481,0.396552,0.25
10,122,100,27.7,预警,0,-0.0018,-0.0001,642.23,1589.03,1401.57,21.61,553.27,2388.1,9064.84,47.39,521.7,2388.05,8145.59,8.4063,393,39.04,23.4073,0.307229,0.392195,0.326131,1.0,0.550725,0.30303,0.19344,0.321429,0.641791,0.25,0.235576,0.313197,0.416667,0.697674,0.708506,0.396552,0.416667
10,123,99,27.42,预警,0,-0.002,-0.0003,642.45,1585.48,1398.32,21.61,553.6,2387.98,9057.61,47.22,522.01,2388.06,8139.16,8.4217,392,38.97,23.349,0.373494,0.314803,0.271269,1.0,0.603865,0.121212,0.160998,0.220238,0.707889,0.264706,0.202394,0.372451,0.333333,0.643411,0.628003,0.385057,0.25
10,124,98,27.15,预警,0,0.002,-0.0004,642.8,1586.84,1398.1,21.61,553.94,2388.02,9060.64,47.35,521.85,2388.07,8148.12,8.3927,394,39.03,23.4573,0.478916,0.344452,0.267556,1.0,0.658615,0.181818,0.174594,0.297619,0.673774,0.279412,0.248632,0.26087,0.5,0.689922,0.777548,0.614943,0.166667
10,125,97,26.87,预警,0,-0.0006,-0.0003,642.14,1583.06,1403.73,21.61,554.05,2388.02,9058.95,47.25,521.14,2388.03,8142.27,8.4294,392,39.0,23.4689,0.28012,0.262045,0.362593,1.0,0.676329,0.181818,0.167011,0.238095,0.522388,0.220588,0.218444,0.402078,0.333333,0.666667,0.793565,0.465517,0.25
10,126,96,26.59,预警,0,0.0009,0.0005,642.36,1590.39,1403.2,21.61,553.62,2388.07,9061.52,47.29,522.07,2388.08,8145.09,8.4022,392,39.05,23.2746,0.346386,0.421844,0.353646,1.0,0.607085,0.257576,0.178543,0.261905,0.720682,0.294118,0.232996,0.297422,0.333333,0.705426,0.525269,0.551724,0.916667
10,127,95,26.32,预警,0,-0.0015,0.0002,642.5,1586.52,1407.6,21.61,553.69,2388.09,9061.29,47.28,521.77,2388.04,8136.77,8.4408,391,38.86,23.4063,0.388554,0.337475,0.42792,1.0,0.618357,0.287879,0.177511,0.255952,0.656716,0.235294,0.190061,0.445941,0.25,0.55814,0.707125,0.413793,0.666667
10,128,94,26.04,预警,0,-0.0022,0.0003,642.54,1590.45,1406.54,21.61,554.34,2388.08,9062.44,47.32,522.52,2388.06,8143.38,8.4381,393,38.83,23.278,0.400602,0.423152,0.410027,1.0,0.723027,0.272727,0.182671,0.279762,0.816631,0.264706,0.224172,0.435552,0.416667,0.534884,0.529964,0.373563,0.75
10,129,93,25.76,预警,0,-0.001,-0.0,642.4,1588.18,1409.07,21.61,553.97,2388.0,9064.53,47.53,522.08,2388.03,8144.17,8.447,394,38.77,23.42,0.358434,0.373665,0.452735,1.0,0.663446,0.151515,0.192049,0.404762,0.722814,0.220588,0.228249,0.469796,0.5,0.488372,0.726043,0.442529,0.5
10,130,92,25.48,预警,0,0.0033,-0.0003,642.68,1593.28,1402.57,21.61,553.71,2388.02,9060.81,47.36,521.67,2388.09,8140.19,8.4216,393,38.98,23.2849,0.442771,0.484848,0.343011,1.0,0.621578,0.181818,0.175357,0.303571,0.635394,0.308824,0.20771,0.372066,0.416667,0.651163,0.539492,0.689655,0.25
10,131,91,25.21,预警,0,-0.0038,-0.0,642.33,1587.08,1406.11,21.61,554.29,2388.05,9056.51,47.31,522.2,2388.04,8143.44,8.4148,393,38.91,23.3875,0.337349,0.349684,0.402768,1.0,0.714976,0.227273,0.156062,0.27381,0.748401,0.235294,0.224481,0.345902,0.416667,0.596899,0.681165,0.281609,0.5
10,132,90,24.93,严重,1,-0.0006,-0.0002,642.24,1592.85,1399.05,21.61,554.65,2388.04,9062.62,47.28,521.88,2388.03,8139.07,8.4272,392,38.91,23.2849,0.310241,0.475474,0.283592,1.0,0.772947,0.212121,0.183478,0.255952,0.680171,0.220588,0.20193,0.393613,0.333333,0.596899,0.539492,0.465517,0.333333
10,133,89,24.65,严重,1,-0.0004,0.0005,642.29,1587.36,1401.1,21.61,554.14,2388.06,9068.2,47.34,521.5,2388.04,8143.91,8.426,391,38.87,23.2754,0.325301,0.355788,0.318197,1.0,0.690821,0.242424,0.208517,0.291667,0.599147,0.235294,0.226907,0.388996,0.25,0.565891,0.526374,0.477011,0.916667
10,134,88,24.38,严重,1,0.001,0.0002,642.39,1579.75,1405.37,21.61,554.64,2388.03,9068.78,47.33,521.93,2388.09,8142.45,8.4142,391,38.79,23.3171,0.355422,0.189884,0.390277,1.0,0.771337,0.19697,0.211119,0.285714,0.690832,0.308824,0.219372,0.343594,0.25,0.503876,0.583955,0.557471,0.666667
10,135,87,24.1,严重,1,0.0017,-0.0004,643.1,1592.83,1404.34,21.61,554.09,2388.02,9061.98,47.25,521.72,2388.04,8146.88,8.4204,392,38.94,23.4018,0.569277,0.475038,0.37289,1.0,0.68277,0.181818,0.180607,0.238095,0.646055,0.235294,0.242233,0.367449,0.333333,0.620155,0.700911,0.597701,0.166667
10,136,86,23.82,严重,1,0.0017,-0.0001,642.33,1582.1,1406.33,21.61,554.32,2388.05,9070.58,47.37,521.64,2388.02,8145.76,8.4042,392,38.83,23.2836,0.337349,0.241116,0.406482,1.0,0.719807,0.227273,0.219196,0.309524,0.628998,0.205882,0.236454,0.305117,0.333333,0.534884,0.537697,0.597701,0.416667
10,137,85,23.55,严重,1,0.0005,-0.0003,641.63,1586.88,1401.27,21.61,553.34,2388.08,9064.47,47.36,522.03,2388.03,8143.05,8.4356,393,38.79,23.3492,0.126506,0.345324,0.321067,1.0,0.561997,0.272727,0.19178,0.303571,0.712154,0.220588,0.222469,0.425933,0.416667,0.503876,0.628279,0.528736,0.25
10,138,84,23.27,严重,1,-0.0005,0.0003,642.49,1592.4,1398.91,21.61,553.86,2388.07,9062.47,47.39,522.14,2388.06,8142.06,8.4093,393,38.97,23.2848,0.385542,0.465664,0.281229,1.0,0.645733,0.257576,0.182805,0.321429,0.735608,0.264706,0.21736,0.32474,0.416667,0.643411,0.539354,0.471264,0.75
10,139,83,22.99,严重,1,-0.0039,0.0002,642.13,1588.71,1398.62,21.61,553.22,2388.07,9064.67,47.23,521.7,2388.08,8147.25,8.4271,393,39.03,23.365,0.277108,0.385219,0.276334,1.0,0.542673,0.257576,0.192677,0.22619,0.641791,0.294118,0.244143,0.393228,0.416667,0.689922,0.650097,0.275862,0.666667
10,140,82,22.71,严重,1,0.0012,0.0004,642.77,1587.24,1404.24,21.61,554.18,2388.06,9061.54,47.5,522.31,2388.07,8140.3,8.4322,392,38.83,23.2991,0.46988,0.353172,0.371202,1.0,0.697262,0.242424,0.178632,0.386905,0.771855,0.279412,0.208277,0.412851,0.333333,0.534884,0.5591,0.568966,0.833333
10,141,81,22.44,严重,1,-0.0026,-0.0003,642.71,1581.51,1403.74,21.61,554.28,2388.07,9066.81,47.36,521.84,2388.1,8153.43,8.4452,393,38.93,23.2287,0.451807,0.228254,0.362762,1.0,0.713366,0.257576,0.202279,0.303571,0.671642,0.323529,0.276035,0.46287,0.416667,0.612403,0.461889,0.350575,0.25
10,142,80,22.16,严重,1,0.0023,0.0003,642.73,1585.04,1409.85,21.61,553.99,2388.04,9066.22,47.42,521.59,2388.09,8144.49,8.4151,392,39.19,23.3992,0.457831,0.30521,0.465901,1.0,0.666667,0.212121,0.199632,0.339286,0.618337,0.308824,0.2299,0.347057,0.333333,0.813953,0.697321,0.632184,0.75
